review,rating
"This is a very nice nail trimmer that I just purchased to replace the old one that was worn out for our dog. I have a chocolate lab, so I needed the large trimmer.

The trimmer itself is very durable, comfortable to use, nice and sharp and cuts smoothly, everything you want in a trimmer.

The only reason I did not give it the full 5 stars is because it is listed as a large dog nail trimmer, and I don't really thing it is big enough for large dogs. My lab is a dwarf, (47 lbs), and it is just big enough for her. If I were to use this on my parents lab (67 lbs) I don't think that this would quite be large enough. I am happy with it for my purposes, but I think if you have a dog over 50 lbs you'll want to look for one that is larger.",4
"A little smaller than I was expecting, but great product for the price.  I travel to dog agility shows and it is a nice space saver in the car.",4
We got these after seeing a tv commercial that they are more easily digestible than rawhides and better for dogs overall.. Our lab loves them and will continue to get them for him.,5
There are the only ones I use now,5
My dogs are getting older and they have allergies so I mix some of the duck & potato in with their dry dog food and they like that.,5
This bag is really cool. I love the color and I really liked the many pockets so I can pet my cat when hes feeling scared. I got the biggest one I could because I have pretty big cats and even with them in there its easy to carry and they seem calm and okay. Sometimes if I leave it out they even sleep in it for the day which is pretty impressive because my cats are pretty scared of most carrier.,5
"Fits the large bag of Canidae.  Love how I can roll it out of the way when vacuuming.  Easy open, easy close.",5
"Our Dutch Shepard is an aggressive chewer.  It took him less than an hour to chew the rope off / out of this toy.  He has also punctured it in a couple of places.  He love it though!  And the ball itself, while he was able to puncture it, seems pretty sturdy.  I know that if we just played tug and toss with it the rope would still be on it.  However, Or pup often likes to run into the middle of the front yard and lay down and have at it.",3
I wanted to get a very handsome leash for our dog to go with the custom embossed leather collar we got her (she is spoiled). This one definitely fits the bill. It is very sturdy (she pulls a lot especially when there are squirrels). It is also very comfortable in the hand compared with nylon leashes; there isn't any fear of burning or cutting. We've met other dog owners with this leash as well and everyone seems to love it. We also found the price to be very reasonable!,5
My animals (cat & dog) share a water bowl and they didn't like it. I started to notice they were drinking less water so I stopped using it after about 1week.,1
Attractant doesn't work,2
A+,5
"There is nothing my dog hates more than bath time.  To calm her down afterwards, I like to give her something to chew on, the longer it takes her to finish, the better.  So after her latest bath time, I presented this bone to her right after I took her out of the bath.  She snatched it right from my hand with any hesitation and took it away to the hallway (her favorite post bath chewing spot). and went at it.  The bone was pretty easy for her to chew and it lasted about thirty minutes before she was up walking around without any trace of it last.  Which is just enough time to distract that she just had a bath.",5
Perfect for dogs that have digestive issues,5
Bought these because my two cats started with the hair ball nastiness!  My very finicky cat just sniffed them at first.  I think my non finicky cat ate them the first couple days.  I only gave three each because package said up to 6 a day if I remember correctly.  Well Ms. finicky loves them now.  Shell sit and wait for them.  Ms. Non finicky has medium length hair and the first couple days after eating these she threw up hair balls.  Ugh!  Then Ms. Finicky did once.  Ugh again!  BUT they have not thrown up any in almost two weeks.  I feed both cats three a day.,5
Really bummed about this. It did not stay put and it's useless to me now. I am not going to drill into my window sill.,1
