name_title,description
Champion® Jersey Tee,"Having a favorite everyday tee is a must for a guy, so make this one yours with the classic styling and comfort you’ve come to expect from Champion. crewneck 100% cotton washable imported"
Worthington® Funnel-Neck Wool-Blend Coat - Tall,"Top off your sophisticated looks with our chic wool-blend coat, featuring a belted silhouette and a cozy funnel neckline. heavyweight funnel neck long sleeves button front self-tie belt 40"" length from shoulder wool/polyester/other fibers polyester lining dry clean only imported"
Michael Antonio Rhys Strap Sandals,"Dance the night away in these sandals featuring a beautiful glitter design and delicate ankle strap. synthetic upper 4½"" heel ½"" platform shimmering glitter design adjustable ankle strap synthetic sole"
Arizona Piqué Polo - Toddler Boys 2t-5t,Arizona’s polo shirt brings a pop of prep to his wardrobe and offers timeless comfort and style. flat knit collar 2-button placket cotton washable imported
Antique Contour Clock,"The look of weathered white-washed wood on this clock makes it look like a treasured find from your great aunt’s attic. plastic off-white, shabby chic finish 1 AA battery required; not included 10ʺ diameter imported"
City Triangles® Strapless Floral Poplin Dress,"Be ready to dazzle in our charming strapless floral poplin dress. 35"" length side zip bra cups lined 100% cotton washable imported"
MUK LUKS® Cathy Micro Chenille Slip-On Slippers,"Pamper your feet with the superior comfort and style of our MUK LUKS micro chenille slippers. memory foam insole polyester microfiber machine wash, dry flat rubber sole S (5-6); M (7-8); L (9-10)  "
Excelled Button-Front Jacket,Sleek vertical seams offer definition and shape to our flattering leather jacket.   button front leather professionally leather clean only imported
Madison Park Maya 6-pc. Coverlet Set,"Intricate embroidery and warm shades highlight the Maya coverlet set, turning your bedroom into a restful retreat.   quilted medallion print with embroidered accents  microfiber fabric keeps you wrapped in comfort coverlet and shams have decorative trim 6-piece set includes: coverlet 2 shams 3 decorative pillows Full/Queen set includes standard shams. King set includes king shams.  Polyester coverlet with cotton fill; polyester shams; polyester pillows with polyester fill. Washable; spot clean decorative pillows. Imported. Full/Queen: coverlet is 90x90"" King: coverlet is 104x94"""
1 CT. T.W. Certified Diamond 14K White Gold Bridal Ring Set,"With diamonds that glitter up and down your bride’s finger, this ring set is worthy of her eternal love. Splendid split shanks are covered with diamonds and lead up to the unbelievable princess-cut center stone enveloped by a glittery halo. A matching contoured wedding band completes the union. Metal: Rhodium-plated 14K white gold Stones: 1 ct. t.w. round diamonds, including a ⅓ ct. princess-cut center stone Color: H-I Clarity: I1-I2 Setting: Prong and pavé Gallery Height: 21.3mm Diamond total weights may vary between .01 and .08 carat. Jewelry photos are enlarged to show detail.  "
Fit & Fresh® Floral Retro Lunch Bag with Ice Pack,"Brown bagging it has taken on a whole new meaning with this fun and stylish insulated lunch bag. The removable ice pack keeps your food cool until you're ready to eat.   easy-to-grip round handles with magnetic-snap closure interior mesh pocket holds ice pack or utensils extra-thick insulation keeps food cool and fresh gray PEVA lining is easy to clean and PVC free includes nontoxic, reusable, hard plastic ice pack Cotton canvas with PEVA liner; plastic handles. Measures 6½x7x14""H; ice pack measures 4½x7"". Hand wash. Imported.  "
Journee Collection Tay Open Heel Booties,"Step out in the latest trend with these faux-suede booties from Journee Collection, boasting an open back heel design and chunky stacked heel. faux suede upper 3½"" stacked chunky heel 5½"" shaft height 9"" shaft circumference round toe open back heel synthetic upper Measurements are approximate and may vary slightly by size."
Propet® Galway Walker Mens Casual Shoes,A comfort-focused design combined with a stylish look sets our leather Galway Walker shoes apart from the crowd.   construction leather upper polyurethane sole details slip on removeable leather-covered footbed padded collar and tongue twin stretchable gores leather lining
Melrose Sleeveless Ruched Formal Gown,"A ruched crossover bodice creates a flattering shape for this graceful gown, allowing you to feel confident and regal. v-neck sleeveless back zip 59"" length from shoulder polyester/spandex polyester lining washable imported RETURNS: This dress must be returned in its original condition with the green return tag in place."
JCPenney Home™ Budding Spring 16-pc. Dinnerware Set,"Our exclusive dinnerware set features intricate floral and green details that drape down the neutral background of each stoneware piece, giving you a fresh, new springtime feel at the table. elegant spring design on solid color glaze timeless style for serving any occasion microwave safe service for 4 stoneware dishwasher safe imported 16-piece set includes: four 12-ounce mugs four 24-ounce cereal bowls four salad plates four dinner plates"
"NuWave® Precision Induction Cooktop + 9"" Fry Pan","The NuWave Precision Induction Cooktop offers precise temperature control, adjustable in 10º increments. With a minimum setting of 100ºF and an upper limit of 575ºF (sear), this cooktop offers a wider temperature range than competitor models. This permits the appliance to act as more than just a cooktop—use it as a banquet/catering warming station among other functions.   6 different pre-programmed temperature settings for convenience safety features such as automatic shutoff 52 different temperature settings for precise temperature control uses up to 70% less energy lightweight and portable 1300 watts can change from ºF to ºC with the press of a button 10º increment temperature control 6½"" heating coil 12"" heat-resistant glass cooking surface 100-hour maximum programmable time delay and sear function includes 9"" hard-anodized fry pan, quick and easy guide, complete cookbook and instructional DVD Metal/plastic with aluminum fry pan. Measures 14.4x15.7x3.41""H. Wipe clean; hand wash fry pan. Imported.  "
Home Expressions™ Winsome Floral 2-Pack Curtain Panels,"Bring a fresh and festive look to your windows with these bright curtain panels.   rod-pocket styling tiebacks included fabric-lined for an upscale look  Panels are sold as a 2-pack; stated measurement is combined width of both panels. Valance sold separately. 3"" rod pocket. Cotton with polyester lining. Washable. Imported."
Hello Kitty Holiday Tapestry Throw,"Our throw features a colorful Hello Kitty holiday-themed print that's perfect as a wall hanging, room accent, bed covering or throw blanket. • woven throw with fringe details• 48x60""• polyester• washable• made in USA"
City Triangles® Illusion Embellished V-Neck Long Slim Dress - Juniors Plus,"Our City Triangles special occasions dress gives you the look of a sleeveless gown with the confidence of illusion styling. deep v-neck illusion sleeveless built-in bra back zipper approx. 60"" length from shoulder polyester lining: polyester professional spot clean only imported RETURNS: This dress must be returned in its original condition with the green return tag in place. "
Collection by Michael Strahan Tuxedo Pants,You're sure to look your best with our handsome and comfortable tuxedo pants. zip fly with button closure 2 back and 2 front pockets straight hemmed leg flat-front midrise wool/polyester lining: polyester dry clean only imported
Creative Bath™ Ruffles Bath Rug,"Add a bit of charm to your bathroom with this bath rug finished with delicate ruffles.   inset ruffles handcrafted measures 34x21x½"" Cotton. Washable. Imported."
A2 by Aerosoles® Wipline Thong Sandals,"Featuring a soft, flexible design that’s both sturdy and style-right, our warm-weather approved sandals are designed to keep you moving forward on even your most active days. technology shock-absorbing, diamond-pattern rubber sole twists and folds to take pressure off the foot construction faux-leather upper rubber sole details slip-on entry 1"" heel suede sock cushioned footbed crescent-shaped buckle accents"
Nunn Bush® Tomah Mens Suede Chukka Boots,Take your casual shoe game up a notch with these handsome suede chukka boots and their versatile design. construction suede upper EVA sole details lace up dual-comfort memory foam footbed
Stafford® Travel Flat-Front Sharkskin Dress Pants - Classic,"Our Stafford Travel sharkskin suit pants give your look luster with a resilient, washable fabric that won’t get road-weary. wrinkle-resistant fabric permanent crease Stafford-Ease comfort waistband classic fit sits at waist zip fly with button tab and hook-and-eye closure flat front front slash pockets back button-through welt pockets hemmed polyester/viscose washable imported"
Melissa & Doug® Wild Animals Puzzle in a Box,"The Melissa & Doug® Wild Animals Jigsaw Puzzles in a Box is a fun collection of four 12-piece puzzles to keep your little one entertained.   puzzles include zebra, tiger, lion and elephant; each piece is shape-coded on back for easy sorting includes sturdy wooden 4-compartment storage box; slide-on box lid doubles as convenient puzzle board great for home and travel 7¾x5¾x2½"" ages 3+ imported"
Carter's® 2-pk. Swaddle Blankets,"Surround him in cottony comfort and boyish charm with these soft swaddle blankets, complete with how-to-swaddle instructions. includes 2 blankets 35x35"" 100% cotton washable imported"
Big Buddha Floral Swiss Dot Loop Neck Scarf,"Wrap up in our pretty floral loop neck scarf to add panache and pattern.  20x68"" polyester hand wash, dry flat imported"
Lilt Sleeveless Chiffon Clip-Dot Dress - Preschool Girls 4-6x,"A cute bow on the neckline finishes off this breezy, chiffon clip-dot dress, a perfect for fit for any sunshiny day. roundneck sleeveless polyester machine wash, hang dry imported"
Animal Planet™ Crystal Sterling Silver Endangered Hawksbill Turtle Pendant Necklace,"This sparkly pendant necklace focuses on one of the endangered species of animals.   Metal: Sterling silver Stones: Brown crystal accents Closure: Lobster clasp Dimensions: 18"" long cable chain          Pendant Size: 18.9x12.89mm long   Jewelry photos are enlarged to show detail. Your purchase of this product benefits the principle partners of R.O.A.R., Animal Planet's project to help make the world a better place for animals. AnimalPlanet.com/ROAR"
Medalist® Realtree™ Performance Stretch Thermal Crewneck Tee,"Focus on your sport, not the temperature in this stretch-easy thermal crewneck tee. Featuring thermo-regulating fabric and moisture-wicking technology, this multi-purpose insulating base layer will keep you dry, warm and comfortable during your colder-weather outings. level 2 rating: designed for colder-weather conditions moisture-management system wicks moisture away from the skin Zeomax™ technology kills bacteria and absorbs odor thermo regulating adds warmth without causing overheating fitted crewneck long sleeves Realtree Xtra camo print performance stretch fabric polyester/spandex washable imported  "
